Id,Name,,Nat,Glider,Harnesses,Sponsor,Team,Club,Fed.,T 1,T 2,T 3,T 4,T 5,T 6,T 7,Total,
55,52950,PABLO VIEIRA TOMÁS,M,BRA,Ozone Enzo 3 - vermelho e amarelo,Sol CX Max,ÁREA VERDE,Termal Fly,APPSC - ASSOCIAÇÃO DOS PILOTOS DE PARAPENTE DAS SERRAS DO CAPARAÓ,FMVL - FEDERAÇÃO MINEIRA DE VOO LIVRE,565.4,434.4,190.5,804.9,30.7,0.0,0.0,2025.9
56,125,RAFAEL SALADINI,M,BRA,Ozone Enzo 3 - Azul,,Ozone Paragliders | CSCVL,Ozone,CSCVL - CLUBE SãO CONRADO DE VOO LIVRE,FVLERJ - FEDERAÇÃO DE VOO LIVRE DO ESTADO DO RIO DE JANEIRO,971.4,967.3,0.0,0.0,0.0,0.0,0.0,1938.7
57,51115,JOSE GERONIMO COIMBRA JUNIOR,M,BRA,Ozone Enzo 3 - Azul/Cinza,Gin Genie Race 5,GRUPO GOMES - ITABIRA MG,Fumaça Deitada,AIP - ASSOCIAÇÃO ITABIRANA DE PARAPENTE,FMVL - FEDERAÇÃO MINEIRA DE VOO LIVRE,498.5,133.4,106.7,928.9,116.6,22.8/92.0,0.0,1806.9
58,2427,LUCIANO BENDER TCACENCO,M,BRA,Gin Boomerang 12 - laranja,Gin Genie Race 5,"FIESPORTE,ORGANIQUE, 3EJA, GIN",Coringas,CVLNA - CLUBE DE VOO LIVRE NINHO DAS AGUIAS,FGVL - FEDERAÇÃO GAÚCHA DE VOO LIVRE,918.2,824.4,29.9,0.0,0.0,0.0,0.0,1772.5
59,22523,HELTON MACHADO KRAUS,M,BRA,Ozone Zeno 2 - Verde,,,Equipe SC,LCVL - LAGOA CLUBE DE VOO LIVRE,FCVL - FEDERAÇÃO CATARINENSE DE VOO LIVRE,883.0,805.9,0.0,0.0,0.0,0.0,0.0,1688.9
60,3013,RAFAEL ELEODORO DE GOES,M,BRA,Ozone Zeno 2 - Vermelho & amarelo,,UTFPR.EDU.BR,Paranauê,CDC - CLUBE DA CORDILHEIRA,FVLP - FEDERAçãO DE VOO LIVRE DO PARANá,875.4,753.5,0.0,0.0,0.0,0.0,0.0,1628.9
61,70121,VINICIUS BIANCHI MALACARNE,M,BRA,Ozone Zeno 2 - Azul,,DGRANOI TRANSPORTES,Capixaba Team,AVLBG - ASSOCIACAO DE VOO LIVRE DE BAIXO GUANDU,FCVL - FEDERAÇÃO CAPIXABA DE VOO LIVRE,893.6,724.3,0.0,0.0,0.0,0.0,0.0,1617.9
62,40116,CAIO BUZZARELLO,M,BRA,Ozone Enzo 3 - Verde e azul,,Ozone Paragliders,Ozone,JCVL - JARAGUÁ CLUBE DE VOO LIVRE,FCVL - FEDERAÇÃO CATARINENSE DE VOO LIVRE,566.7,984.9,0.0,0.0,0.0,0.0,0.0,1551.6
63,3050,FLAVIO LYSZKOWSKI PINHEIRO,M,BRA,Ozone Zeno 2 - Vermelho detalhe amarelo,Advance Impress 4,FAMíLIA GEISSE / PRó ESPORTE RS,,AGVL - ASSOCIAÇÃO GAÚCHA DE VOO LIVRE,FGVL - FEDERAÇÃO GAÚCHA DE VOO LIVRE,595.9,287.4,648.0,0.0,0.0,0.0,0.0,1531.3
64,497,MOKA MOISES SODRE,M,BRA,Gin Boomerang 12 - Blue/ white,,DEUS & EU,,AVLI - ASSOCIAÇÃO DE VOO LIVRE IBITURUNA,FMVL - FEDERAÇÃO MINEIRA DE VOO LIVRE,561.3,967.4,0.0,0.0,0.0,0.0,0.0,1528.7
65,25503,MARCO ANDRE BRUXEL,M,BRA,Ozone Zeno 2 - Azul,Woody Valley XR7,MARCO BRUXEL,,AVTVL - ASSOCIAÇÃO VALE DO TAQUARI DE VOO LIVRE,FGVL - FEDERAÇÃO GAÚCHA DE VOO LIVRE,870.7,283.8,371.2,0.0,0.0,0.0,0.0,1525.7
66,2371,ROGERIO HONORATO TONOLLI,M,BRA,Ozone Zeno 2 - Verde,Woody Valley XR7,WWW.SAOBERNARDO.TUR.BR,,TCVL - TIMBÓ CLUBE DE VOO LIVRE,FCVL - FEDERAÇÃO CATARINENSE DE VOO LIVRE,0.0,0.0,382.1,161.4,106.0,827.2,24.4,1501.1
67,3047,JOSE LUIS SUDBRACK GUIMARAES,M,BRA,Ozone Enzo 3 - Roxo e Azul,SOL CXMAX,QUEM COMPRA COMIGO,Coringas,LCVL - LAGOA CLUBE DE VOO LIVRE,FCVL - FEDERAÇÃO CATARINENSE DE VOO LIVRE,569.9,0.0,926.9,0.0,0.0,0.0,0.0,1496.8
68,31429,VAGNER CAMPOS ALVES DOS SANTOS,M,BRA,BGD Diva 2 - Vermelho azul,,BGD PARAGLIDERS | WOW SPORTS | FULL SPEED BRASIL,,AVLPA - ASSOCIAÇÃO DE VOO LIVRE DO PICO AGUDO,FPVL - FEDERAÇÃO PAULISTA DE VOO LIVRE,0.0,0.0,14.5,164.1,716.9,502.8,0.0,1398.3
69,33256,CLEITON DA SILVA DAVID,M,BRA,Niviuk XOne - Azul e branco,,PETISCO CARIOCA/ ITS SUCOS ENERGÉTICOS,,CAAVL - CLUBE ASAS DO ALADIM VOO LIVRE,FVLERJ - FEDERAÇÃO DE VOO LIVRE DO ESTADO DO RIO DE JANEIRO,563.8,798.8,0.0,0.0,0.0,0.0,0.0,1362.6
70,72354,LUCAS MELO VASCONCELOS,M,BRA,Ozone Zeno 2 - Azul Preto,Gin Genie Race 4,Préacro team,,CVLBH - CLUBE DE VOO LIVRE BELO HORIZONTE,FMVL - FEDERAÇÃO MINEIRA DE VOO LIVRE,0.0,0.0,194.5,218.2,175.8,723.4,28.8,1340.7
71,32799,MAYCON DE SOUZA DOS SANTOS,M,BRA,Ozone Enzo 3 - Azul laranja,,Mayconvoolivre,Vortex Racing Team,APVIR - ASSOC. PARAPENTE DO VALE ITAJAÍ E REGIÃO,FCVL - FEDERAÇÃO CATARINENSE DE VOO LIVRE,573.7,760.4,0.0,0.0,0.0,0.0,0.0,1334.1
72,66664,SILAS BARROS MOREIRA,M,BRA,Ozone Zeno 2 - AZUL/LARANJA,,Eu,Capixaba Team,XCNOROESTE - ASSOCIAÇÃO DE VOO LIVRE XCNOROESTE,FCVL - FEDERAÇÃO CAPIXABA DE VOO LIVRE,890.3,436.4,0.0,0.0,0.0,0.0,0.0,1326.7
73,2352,MARCIO PINTO,M,BRA,Flow XCRacer 2 - Laranja/preto/vermelho,,BODY FOR SURE,,CSCVL - CLUBE SãO CONRADO DE VOO LIVRE,FVLERJ - FEDERAÇÃO DE VOO LIVRE DO ESTADO DO RIO DE JANEIRO,478.2,791.3,0.0,0.0,0.0,0.0,0.0,1269.5
74,12752,FILIPE MARQUES,M,BRA,Ozone Enzo 3 - Laranja e cinza,,MAHI MAHI POKE,Capixaba Team,ACVL - ASSOCIAÇÃO CAPIXABA DE VOO LIVRE,FCVL - FEDERAÇÃO CAPIXABA DE VOO LIVRE,893.1,315.6,0.0,0.0,0.0,0.0,0.0,1208.7
75,2356,ALEXANDRE DIO GERMANI,M,BRA,Niviuk XOne - Azul e branco,,NIVIUK BRASIL | INNOVA AATB,Niviuk Brasil,CVLG - CLUBE DE VOO LIVRE GAVIÃO,FPVL - FEDERAÇÃO PAULISTA DE VOO LIVRE,353.1,845.5,0.0,0.0,0.0,0.0,0.0,1198.6
76,14674,EDSON ZARDO,M,BRA,Niviuk XOne - Verde-amarelo,,ZARDO,Paranauê,CPVL - CLUBE POÇOS-CALDENSE DE VOO LIVRE,FMVL - FEDERAÇÃO MINEIRA DE VOO LIVRE,891.5,259.7,0.0,0.0,0.0,0.0,0.0,1151.2
77,24500,HELENO GONTIJO DE SOUSA,M,BRA,Flow XCRacer 2 - Azul,Woody Valley XR7,Z-nine,Equipe Flow XcRacer 2,CGS - CLUBE GAVIÕES DA SERRA,FMVL - FEDERAÇÃO MINEIRA DE VOO LIVRE,0.0,0.0,375.0,737.4,0.0,0.0,0.0,1112.4
78,49172,RODRIGO PIZZOL VENTORIM,M,BRA,Ozone Zeno 2 - Amarelo,,Venagran - Venda Nova Granitos,X-Vario,TERMAL - ASSOCIAÇÃO DE VOO LIVRE TERMAL,FCVL - FEDERAÇÃO CAPIXABA DE VOO LIVRE,877.3,220.2,0.0,0.0,0.0,0.0,0.0,1097.5
79,22971,DANIEL CARAM,M,BRA,Ozone Zeno 2 - Vermelho,,DAKK,Fumaça Deitada,CVLBH - CLUBE DE VOO LIVRE BELO HORIZONTE,FMVL - FEDERAÇÃO MINEIRA DE VOO LIVRE,876.1,220.7,0.0,0.0,0.0,0.0,0.0,1096.8
80,23539,RENY MORAES DA SILVA FILHO,M,BRA,Sol LT2 - Azul,,Sem Patrocínio,Fumaça Deitada,CVLBH - CLUBE DE VOO LIVRE BELO HORIZONTE,FMVL - FEDERAÇÃO MINEIRA DE VOO LIVRE,875.7,218.9,0.0,0.0,0.0,0.0,0.0,1094.6
81,3428,MARINA OLEXINA,F,BRA,Ozone Zeno 2 - Blue,,,,AVLAC - ASSOCIAÇÃO DE VOO LIVRE DE ALFREDO CHAVES,FCVL - FEDERAÇÃO CAPIXABA DE VOO LIVRE,877.3,216.5,0.0,0.0,0.0,0.0,0.0,1093.8
82,49377,MARCOS CAMARGO ZENI,M,BRA,Gin Leopard - Vermelho e Branco,Woody Valley XR7,LOLLA SORVETES,,JCVL - JARAGUÁ CLUBE DE VOO LIVRE,FCVL - FEDERAÇÃO CATARINENSE DE VOO LIVRE,121.7,106.5,842.4,0.0,0.0,0.0,0.0,1070.6
83,32345,MARIO DE QUEIROZ MONTEIRO,M,BRA,Niviuk XOne - Azul laranja,,Nenhum,Niviuk Brasil,COVL - CLUBE OCEÂNICO DE VOO LIVRE,FVLERJ - FEDERAÇÃO DE VOO LIVRE DO ESTADO DO RIO DE JANEIRO,559.2,489.5,0.0,0.0,0.0,0.0,0.0,1048.7
84,72751,PHIL HAEGLER,M,BRA,Ozone Zeno 2 - Verde,,,,CSCVL - CLUBE SãO CONRADO DE VOO LIVRE,FVLERJ - FEDERAÇÃO DE VOO LIVRE DO ESTADO DO RIO DE JANEIRO,174.0,827.3,0.0,0.0,0.0,0.0,0.0,1001.3
85,77709,ANDRE MASSAO OKANO,M,BRA,Ozone Enzo 3 - Rosa e verde,Gin Genie Race 5,OKANO S/A,,CSPVL - CLUBE SÃO PEDRO DE VOO LIVRE,FPVL - FEDERAÇÃO PAULISTA DE VOO LIVRE,0.0,0.0,0.0,0.0,30.7,895.9,0.0,926.6
86,13912,ALEX VAN DER PUT,M,BRA,Ozone Enzo 3 - Amarelo e vermelho,,,,CVLSL - CLUBE DE VOO LIVRE DE SÃO LOURENÇO,FMVL - FEDERAÇÃO MINEIRA DE VOO LIVRE,564.4,353.9,0.0,0.0,0.0,0.0,0.0,918.3
87,40389,RONY PAYER CARMINATI,M,BRA,"Ozone Zeno 2 - Azul, Amarelo e Laranja",,PARAPENTE NORTE CAPIXABA,X-Vario,XCNOROESTE - ASSOCIAÇÃO DE VOO LIVRE XCNOROESTE,FCVL - FEDERAÇÃO CAPIXABA DE VOO LIVRE,577.8,339.1,0.0,0.0,0.0,0.0,0.0,916.9
88,44099,THIAGO CANDIOGO DE MENDONCA,M,BRA,Flow XCRacer 2 - Vermelha,,,,CSCVL - CLUBE SãO CONRADO DE VOO LIVRE,FVLERJ - FEDERAÇÃO DE VOO LIVRE DO ESTADO DO RIO DE JANEIRO,444.6,436.4,0.0,0.0,0.0,0.0,0.0,881.0
89,14813,ALEXANDRE VIEIRA MALCHER,M,BRA,Ozone Enzo 3 - amarelo e azul,,Fazenda Malcher,Cajus Cariocas,AVLSC - ASSOCIAÇÃO DE VOO LIVRE DE SAMPAIO CORREIA,FVLERJ - FEDERAÇÃO DE VOO LIVRE DO ESTADO DO RIO DE JANEIRO,408.1,469.8,0.0,0.0,0.0,0.0,0.0,877.9
90,36433,ENDERSON MOREIRA DO NASCIMENTO,M,BRA,Ozone Enzo 3 - Vermelho/amarelo,,,,AVLI - ASSOCIAÇÃO DE VOO LIVRE IBITURUNA,FMVL - FEDERAÇÃO MINEIRA DE VOO LIVRE,131.5,744.6,0.0,0.0,0.0,0.0,0.0,876.1
91,20171,GABRIEL SERAPHIM,M,BRA,Flow XCRacer 2 - vermelho,,,Centro Oeste Fly,AVLB - ASSOCIAÇÃO DE VOO LIVRE DE BRASÍLIA,FGVL - FEDERAÇÃO GOIANA DE VOO LIVRE,549.5,292.8,0.0,0.0,0.0,0.0,0.0,842.3
92,9028,GILBERTO RAPOSO,M,BRA,Ozone Enzo 3 - Verde e azul,,XXX,,CVLG - CLUBE DE VOO LIVRE GAVIÃO,FPVL - FEDERAÇÃO PAULISTA DE VOO LIVRE,535.1,298.6,0.0,0.0,0.0,0.0,0.0,833.7
93,16801,DANIEL GEISSE,M,BRA,Ozone Zeno 2 - Azul,,GEISSE,,AVTVL - ASSOCIAÇÃO VALE DO TAQUARI DE VOO LIVRE,FGVL - FEDERAÇÃO GAÚCHA DE VOO LIVRE,81.9,738.2,0.0,0.0,0.0,0.0,0.0,820.1
94,18379,VANTUIL MATAVELI VIEIRA,M,BRA,Ozone Zeno 2 - AZUL,,X-VARIO - FLIGHT INSTRUMENT,X-Vario,AVLP - ASSOCIAçãO DE VOO LIVRE DE PANCAS,FCVL - FEDERAÇÃO CAPIXABA DE VOO LIVRE,498.0,321.0,0.0,0.0,0.0,0.0,0.0,819.0
95,71106,THIAGO CELLIN AZEVEDO,M,BRA,Ozone Zeno 2 - Azul,,,X-Vario,TERMAL - ASSOCIAÇÃO DE VOO LIVRE TERMAL,FCVL - FEDERAÇÃO CAPIXABA DE VOO LIVRE,489.6,325.4,0.0,0.0,0.0,0.0,0.0,815.0
96,30626,JOAO PEDRO DE SOUZA SIMONSEN,M,BRA,Ozone Zeno 2 - Branco e vermelho,,Corinthians,,CAVL - CLUBE ATIBAIENSE DE VOO LIVRE,FPVL - FEDERAÇÃO PAULISTA DE VOO LIVRE,137.2,673.2,0.0,0.0,0.0,0.0,0.0,810.4
97,18662,ROLAND ZGRAGGEN,M,BRA,Ozone Zeno 2 - VERDE VERMELHO,,HOTEL - POUSADA SOL & LUA PARACURU / CE,,AVLSC - ASSOCIAÇÃO DE VOO LIVRE DO SERTÃO CENTRAL,FEPACE - FEDERAÇÃO DE PARAPENTE E ASA DELTA DO CEARÁ,354.9,447.9,0.0,0.0,0.0,0.0,0.0,802.8
98,63412,PRISCILA MOREIRA MALDONADO,F,BRA,Niviuk Artik Race - VERDE,,,,CSCVL - CLUBE SãO CONRADO DE VOO LIVRE,FVLERJ - FEDERAÇÃO DE VOO LIVRE DO ESTADO DO RIO DE JANEIRO,481.6,216.7,0.0,0.0,0.0,0.0,0.0,698.3
99,23274,MAURO AUGUSTO CABERLON - TYTTO,M,BRA,Ozone Zeno 2 - Preto lima,,OZONE BR,,CSGVL - CLUBE SERRA GRANDE DE VOO LIVRE,FGVL - FEDERAÇÃO GAÚCHA DE VOO LIVRE,129.4,564.6,0.0,0.0,0.0,0.0,0.0,694.0
100,3032,GILMAR DE JESUS COUTO,M,BRA,Ozone Enzo 3 - Azul e amarelo,,POUSADA PICO DO GAVIÃO,,CVLG - CLUBE DE VOO LIVRE GAVIÃO,FPVL - FEDERAÇÃO PAULISTA DE VOO LIVRE,502.1,149.0,0.0,0.0,0.0,0.0,0.0,651.1
101,7117,MAURICIO GRUMARI,M,BRA,Niviuk XOne - preto,,cscvl peak.co,,CSCVL - CLUBE SãO CONRADO DE VOO LIVRE,FVLERJ - FEDERAÇÃO DE VOO LIVRE DO ESTADO DO RIO DE JANEIRO,171.2,464.4,0.0,0.0,0.0,0.0,0.0,635.6
102,14805,DANIEL LIMA DE OLIVEIRA,M,BRA,Ozone Enzo 3 - AZUL / LARANJA,,RENOVA AMBIENTAL,Coringas,APVIR - ASSOC. PARAPENTE DO VALE ITAJAÍ E REGIÃO,FCVL - FEDERAÇÃO CATARINENSE DE VOO LIVRE,134.7,500.2,0.0,0.0,0.0,0.0,0.0,634.9
103,71933,GUSTAVO HENRIQUE GUENO,M,BRA,Niviuk Artik Race - Azul / Branco / Laranja,Gin Genie Race 4,VORTEX PARAGLIDING,,CVLMP - CLUBE DE VOO LIVRE MORRO DA PALHA,FVLP - FEDERAçãO DE VOO LIVRE DO PARANá,0.0,0.0,545.9,0.0,0.0,0.0,0.0,545.9
104,306,FRANK BROWN,M,BRA,Gin Boomerang 12 - Verde,,"Realcafe Reserva, Gin GLIDERS, Xvario , Lands, Barba Ruiva",,ACVL - ASSOCIAÇÃO CAPIXABA DE VOO LIVRE,FCVL - FEDERAÇÃO CAPIXABA DE VOO LIVRE,182.2,314.7,0.0,0.0,0.0,0.0,0.0,496.9
105,12617,MARCELO WICKERT,M,BRA,Ozone Zeno 2 - verde,,CTF,Coringas,AVTVL - ASSOCIAÇÃO VALE DO TAQUARI DE VOO LIVRE,FGVL - FEDERAÇÃO GAÚCHA DE VOO LIVRE,117.6,376.8,0.0,0.0,0.0,0.0,0.0,494.4
106,48414,MANOEL CANDIDO ALVES JUNIOR,M,BRA,Ozone Enzo 3 - Amarelo e vermelho,,PREFEITURA MUNICIPAL DE ALEGRE,Capixaba Team,TERMAL - ASSOCIAÇÃO DE VOO LIVRE TERMAL,FCVL - FEDERAÇÃO CAPIXABA DE VOO LIVRE,118.9,331.5,0.0,0.0,0.0,0.0,0.0,450.4
107,24714,ANGELO SANTOS,M,BRA,Ozone Zeno - Verde / Branco,,@oticasparissul e @materiaprimaportao,,AGVL - ASSOCIAÇÃO GAÚCHA DE VOO LIVRE,FGVL - FEDERAÇÃO GAÚCHA DE VOO LIVRE,83.9,353.6,0.0,0.0,0.0,0.0,0.0,437.5
108,6001,CARLOS NIEMEYER,M,BRA,Niviuk XOne - Amarelo,,AEROS,,CSCVL - CLUBE SãO CONRADO DE VOO LIVRE,FVLERJ - FEDERAÇÃO DE VOO LIVRE DO ESTADO DO RIO DE JANEIRO,201.8,71.1,0.0,0.0,0.0,0.0,0.0,272.9
109,70607,LUCIA DE SOUSA MORAES MORGADO,F,BRA,Macpara Verve - Verde a branco,Kortel Kanibal Race 2,Base da Nuvem,Fumaça Deitada,CVLBH - CLUBE DE VOO LIVRE BELO HORIZONTE,FMVL - FEDERAÇÃO MINEIRA DE VOO LIVRE,0.0,0.0,266.7,0.0,0.0,0.0,0.0,266.7
110,78283,HEITOR GRANDINI RODELLA,M,BRA,Niviuk Artik Race - Verde / Vermelho,,FLYMONSTER / SELETE DAS GERAIS,Fumaça Deitada,CVLBH - CLUBE DE VOO LIVRE BELO HORIZONTE,FMVL - FEDERAÇÃO MINEIRA DE VOO LIVRE,111.8,150.4,0.0,0.0,0.0,0.0,0.0,262.2
111,920,ANDRE LUIZ PEREIRA E SOUZA,M,BRA,Ozone Enzo 3 - Amarelo e vermelha,,ADVENTURE PLANET / FLOW PARAGLIDERS,Cajus Cariocas,ACVL - ASSOCIAÇÃO CAPIXABA DE VOO LIVRE,FCVL - FEDERAÇÃO CAPIXABA DE VOO LIVRE,218.6,36.0,0.0,0.0,0.0,0.0,0.0,254.6
112,3015,BRUNO MENESCAL,M,BRA,Niviuk Evox - Verde/ preto,,DUDEK,,CSCVL - CLUBE SãO CONRADO DE VOO LIVRE,FVLERJ - FEDERAÇÃO DE VOO LIVRE DO ESTADO DO RIO DE JANEIRO,67.6,169.2,0.0,0.0,0.0,0.0,0.0,236.8
113,12512,RODRIGO MELLO ADAME,M,BRA,Advance Iota 2 - AZUL,Supair Delight 3,MIRANTE VOO LIVRE NOVA FRIBURGO,,AIVL - ASSOCIAÇÃO ITAOCARENSE DE VOO LIVRE,FVLERJ - FEDERAÇÃO DE VOO LIVRE DO ESTADO DO RIO DE JANEIRO,0.0,0.0,70.5,0.0,30.7,116.9,0.0,218.1
114,52371,THIAGO DUARTE DE BRITO,M,BRA,Niviuk XOne - Azul / Verde,Ozone Submarine,Engelpa,,AVLLP - ASSOCIAÇÃO DE VOO LIVRE DO LITORAL PAULISTA,FPVL - FEDERAÇÃO PAULISTA DE VOO LIVRE,105.7,36.0,0.0,0.0,0.0,0.0,0.0,141.7
115,76037,FLAVIO DE SOUZA PINTOR,M,BRA,Flow Fusion - Laranja,Gin Genie Race 4,ADVENTURE PLANET,,APVL - ASSOCIACAO PARAISO DO VOO LIVRE,FVLERJ - FEDERAÇÃO DE VOO LIVRE DO ESTADO DO RIO DE JANEIRO,0.0,0.0,14.5,76.0,0.0,0.0,0.0,90.5
116,74602,BELMOR LUIZ BATISTA DA SILVA,M,BRA,Sol LT2 - Azul e branco,,Vortex,,CVLMP - CLUBE DE VOO LIVRE MORRO DA PALHA,FVLP - FEDERAçãO DE VOO LIVRE DO PARANá,0.0,0.0,33.3,0.0,0.0,0.0,0.0,33.3
117,135,MARCO ANTONIO SANTOS PRADO,M,BRA,Ozone Zeno 2 - Azul,Woody Valley XR6,UP AUTOMARCAS,,GPC - GOIASES PARAPENTE CLUBE,FGVL - FEDERAÇÃO GOIANA DE VOO LIVRE,0.0,0.0,0.0,0.0,0.0,0.0,22.3,22.3
118,65524,LEDIO LAUDELINO PINHEIRO,M,BRA,Sol LT 2 - Azul/Branca,Advance Impress 3,LP sistemas de segurança,Coringas,APIR - ASSOCIAÇÃO DE PARAPENTE DE ITAJAÍ E REGIÃO,FCVL - FEDERAÇÃO CATARINENSE DE VOO LIVRE,0.0,0.0,14.5,0.0,0.0,0.0,0.0,14.5